,precos,bairros,tamanhos,quartos,banheiros,vagas
2249,R$ 180.000,"Jardim Olímpico, Bauru",125 m² tot.,1 quarto,1 banheiro,2 vagas
2250,R$ 480.000,"Jardim Olímpico, Bauru",162 m² tot.,3 quartos,2 ban.,2 vagas
2251,R$ 790.000,"Jardim Aeroporto, Bauru",363 m² tot.,3 quartos,1 banheiro,3 vagas
2252,R$ 2.200.000,"Alto Higienópolis, Bauru",420 m² tot.,3 quartos,5 ban.,4 vagas
2253,R$ 580.000,"Alto Higienópolis, Bauru",274 m² tot.,4 quartos,3 ban.,2 vagas
2254,R$ 260.000,"Vila Santista, Bauru",201 m² tot.,3 quartos,3 ban.,2 vagas
2255,R$ 750.000,"Alto Higienópolis, Bauru",484 m² tot.,3 quartos,4 ban.,3 vagas
2256,R$ 3.100.000,"Alto Higienópolis, Bauru",555 m² tot.,4 quartos,5 ban.,4 vagas
2257,R$ 420.000,"Parque Viaduto, Bauru",144 m² tot.,2 quartos,2 ban.,2 vagas
2258,R$ 380.000,"Jardim Olímpico, Bauru",300 m² tot.,3 quartos,1 banheiro,
2259,R$ 1.980.000,"Vila Aviação, Bauru",300 m² tot.,3 quartos,5 ban.,
2260,R$ 290.000,"Vila Pacífico, Bauru",120 m² tot.,2 quartos,1 banheiro,1 vaga
2261,R$ 550.000,"Vila Popular, Bauru",172 m² tot.,3 quartos,2 ban.,2 vagas
2262,R$ 420.000,"Jardim Estoril, Bauru",242 m² tot.,2 quartos,2 ban.,
2263,R$ 250.000,"Parque Jaraguá, Bauru",125 m² tot.,3 quartos,1 banheiro,1 vaga
2264,R$ 2.300.000,"Alto Higienópolis, Bauru",420 m² tot.,3 quartos,5 ban.,3 vagas
2265,R$ 750.000,"Vila Industrial, Bauru",308 m² tot.,3 quartos,3 ban.,3 vagas
2266,R$ 430.000,"Alto Higienópolis, Bauru",160 m² tot.,3 quartos,1 banheiro,3 vagas
2267,R$ 1.950.000,"Vila Santista, Bauru",360 m² tot.,3 quartos,5 ban.,2 vagas
2268,R$ 595.000,"Alto Higienópolis, Bauru",507 m² tot.,1 quarto,4 ban.,3 vagas
2269,R$ 330.000,"Parque Roosevelt, Bauru",141 m² tot.,2 quartos,2 ban.,2 vagas
2270,R$ 400.000,"Alto Higienópolis, Bauru",300 m² tot.,2 quartos,3 ban.,4 vagas
2271,R$ 480.000,"Vila Cardia, Bauru",280 m² tot.,3 quartos,3 ban.,4 vagas
2272,R$ 2.200.000,"Alto Higienópolis, Bauru",420 m² tot.,3 quartos,5 ban.,4 vagas
2273,R$ 2.200.000,"Alto Higienópolis, Bauru",420 m² tot.,3 quartos,2 ban.,2 vagas
2274,R$ 230.000,"Jardim Andorfato, Bauru",134 m² tot.,2 quartos,1 banheiro,2 vagas
2275,R$ 990.000,"Jardim Colonial, Bauru",330 m² tot.,3 quartos,4 ban.,2 vagas
2276,R$ 280.000,"Jardim Chapadão, Bauru",180 m² tot.,2 quartos,2 ban.,1 vaga
2277,R$ 320.000,"Jardim Mendonça, Bauru",142 m² tot.,3 quartos,1 banheiro,1 vaga
2278,R$ 500.000,"Alto Higienópolis, Bauru",316 m² tot.,2 quartos,3 ban.,8 vagas
2279,R$ 800.000,"Jardim América, Bauru",250 m² tot.,3 quartos,2 ban.,2 vagas
2280,R$ 750.000,"Alto Higienópolis, Bauru",334 m² tot.,3 quartos,3 ban.,3 vagas
2281,R$ 700.000,"Jardim Marambá, Bauru",300 m² tot.,3 quartos,3 ban.,3 vagas
2282,R$ 339.000,"Alto Higienópolis, Bauru",127 m² tot.,3 quartos,3 ban.,2 vagas
2283,R$ 550.000,"Jardim Estoril, Bauru",242 m² tot.,2 quartos,1 banheiro,
2284,R$ 470.000,"Vila Giunta, Bauru",300 m² tot.,4 quartos,5 ban.,4 vagas
2285,R$ 265.000,"Jardim América, Bauru",207 m² tot.,2 quartos,2 ban.,
2286,R$ 450.000,"Jardim Colonial, Bauru",300 m² tot.,3 quartos,2 ban.,6 vagas
2287,R$ 1.200.000,"Jardim Estoril, Bauru",630 m² tot.,4 quartos,5 ban.,6 vagas
2288,R$ 425.000,"Vila Carolina, Bauru",132 m² tot.,3 quartos,2 ban.,2 vagas
2289,R$ 375.000,"Jardim Redentor, Bauru",200 m² tot.,3 quartos,3 ban.,2 vagas
2290,R$ 594.000,"Alto Higienópolis, Bauru",226 m² tot.,2 quartos,3 ban.,2 vagas
2291,R$ 1.550.000,"Vila Aviação, Bauru",360 m² tot.,3 quartos,3 ban.,
2292,R$ 650.000,"Alto Higienópolis, Bauru",360 m² tot.,3 quartos,3 ban.,3 vagas
2293,R$ 1.600.000,"Jardim Colonial, Bauru",501 m² tot.,4 quartos,5 ban.,4 vagas
2294,R$ 2.800.000,"Alto Higienópolis, Bauru",1000 m² tot.,3 quartos,4 ban.,28 vagas
2295,R$ 890.000,"Jardim Estoril, Bauru",467 m² tot.,3 quartos,5 ban.,4 vagas
2296,R$ 960.000,"Núcleo Eldorado, Bauru",300 m² tot.,4 quartos,2 ban.,
2297,R$ 580.000,"Jardim América, Bauru",210 m² tot.,3 quartos,2 ban.,
2298,R$ 480.000,"Jardim Olímpico, Bauru",162 m² tot.,3 quartos,2 ban.,2 vagas
2299,R$ 790.000,"Jardim Aeroporto, Bauru",363 m² tot.,3 quartos,1 banheiro,3 vagas
2300,R$ 2.200.000,"Alto Higienópolis, Bauru",420 m² tot.,3 quartos,5 ban.,4 vagas
2301,R$ 580.000,"Alto Higienópolis, Bauru",274 m² tot.,4 quartos,3 ban.,2 vagas
2302,R$ 260.000,"Vila Santista, Bauru",201 m² tot.,3 quartos,3 ban.,2 vagas
2303,R$ 750.000,"Alto Higienópolis, Bauru",484 m² tot.,3 quartos,4 ban.,3 vagas
2304,R$ 3.100.000,"Alto Higienópolis, Bauru",555 m² tot.,4 quartos,5 ban.,4 vagas
2305,R$ 420.000,"Parque Viaduto, Bauru",144 m² tot.,2 quartos,2 ban.,2 vagas
2306,R$ 380.000,"Jardim Olímpico, Bauru",300 m² tot.,3 quartos,1 banheiro,
2307,R$ 1.980.000,"Vila Aviação, Bauru",300 m² tot.,3 quartos,5 ban.,
2308,R$ 290.000,"Vila Pacífico, Bauru",120 m² tot.,2 quartos,1 banheiro,1 vaga
2309,R$ 550.000,"Vila Popular, Bauru",172 m² tot.,3 quartos,2 ban.,2 vagas
2310,R$ 260.000,"Vila Dutra, Bauru",257 m² tot.,2 quartos,1 banheiro,1 vaga
2311,R$ 445.000,"Jardim Marília, Bauru",200 m² tot.,2 quartos,1 banheiro,2 vagas
2312,R$ 670.000,"Jardim Estoril, Bauru",220 m² tot.,3 quartos,3 ban.,2 vagas
2313,R$ 450.000,"Jardim Progresso, Bauru",200 m² tot.,3 quartos,2 ban.,2 vagas
2314,R$ 1.850.000,"Vila Santista, Bauru",360 m² tot.,3 quartos,4 ban.,4 vagas
2315,R$ 1.750.000,"Alto Higienópolis, Bauru",395 m² tot.,3 quartos,5 ban.,2 vagas
2316,R$ 850.000,"Vila Carolina, Bauru",432 m² tot.,2 quartos,5 ban.,2 vagas
2317,R$ 1.980.000,"Vila Aviação, Bauru",495 m² tot.,3 quartos,5 ban.,4 vagas
2318,R$ 360.000,"Jardim Jandira, Bauru",123 m² tot.,2 quartos,2 ban.,2 vagas
2319,R$ 450.000,"Alto Higienópolis, Bauru",200 m² tot.,3 quartos,2 ban.,4 vagas
2320,R$ 1.350.000,"Chácaras Bauruenses, Bauru",5000 m² tot.,3 quartos,3 ban.,2 vagas
2321,R$ 899.000,"Vila Coralina, Bauru",242 m² tot.,3 quartos,2 ban.,4 vagas
2322,R$ 319.000,"Vila Bela, Bauru",223 m² tot.,3 quartos,2 ban.,
2323,R$ 2.300.000,"Alto Higienópolis, Bauru",484 m² tot.,3 quartos,4 ban.,2 vagas
2324,R$ 380.000,"Vila Industrial, Bauru",180 m² tot.,3 quartos,2 ban.,2 vagas
2325,R$ 3.500.000,"Vila Santista, Bauru",448 m² tot.,4 quartos,6 ban.,3 vagas
2326,R$ 420.000,"Jardim Alvorada, Bauru",159 m² tot.,3 quartos,3 ban.,2 vagas
2327,R$ 900.000,"Jardim Flórida, Bauru",270 m² tot.,3 quartos,2 ban.,2 vagas
2328,R$ 3.500.000,"Vila Santista, Bauru",720 m² tot.,4 quartos,7 ban.,3 vagas
2329,R$ 400.000,"Alto Higienópolis, Bauru",245 m² tot.,3 quartos,2 ban.,2 vagas
2330,R$ 340.000,"Vila Souto, Bauru",212 m² tot.,3 quartos,1 banheiro,2 vagas
2331,R$ 1.980.000,"Alto Higienópolis, Bauru",420 m² tot.,3 quartos,3 ban.,2 vagas
2332,R$ 1.380.000,"Vila Aviação, Bauru",308 m² tot.,3 quartos,4 ban.,2 vagas
2333,R$ 3.300.000,"Alto Higienópolis, Bauru",620 m² tot.,3 quartos,5 ban.,3 vagas
2334,R$ 3.200.000,"Alto Higienópolis, Bauru",426 m² tot.,3 quartos,4 ban.,2 vagas
2335,R$ 360.000,"Jardim Redentor, Bauru",200 m² tot.,2 quartos,2 ban.,2 vagas
2336,R$ 600.000,"Alto Higienópolis, Bauru",432 m² tot.,3 quartos,2 ban.,6 vagas
2337,R$ 2.500.000,"Alto Higienópolis, Bauru",432 m² tot.,3 quartos,4 ban.,2 vagas
2338,R$ 415.000,"Vila Monlevade, Bauru",242 m² tot.,3 quartos,2 ban.,3 vagas
2339,R$ 500.000,"Parque Paulista, Bauru",300 m² tot.,3 quartos,2 ban.,3 vagas
2340,R$ 600.000,"Vila Camargo, Bauru",400 m² tot.,3 quartos,2 ban.,2 vagas
2341,R$ 380.000,"Jardim Europa, Bauru",138 m² tot.,3 quartos,3 ban.,2 vagas
2342,R$ 670.000,"Vila Altinópolis, Bauru",173 m² tot.,3 quartos,3 ban.,2 vagas
2343,R$ 2.180.000,"Alto Higienópolis, Bauru",412 m² tot.,3 quartos,4 ban.,2 vagas
2344,R$ 400.000,"Vila Cardia, Bauru",352 m² tot.,3 quartos,2 ban.,2 vagas
2345,R$ 600.000,"Vila Industrial, Bauru",504 m² tot.,4 quartos,2 ban.,4 vagas
2346,R$ 800.000,"Vila Industrial, Bauru",770 m² tot.,3 quartos,2 ban.,5 vagas
2347,R$ 480.000,"Jardim Olímpico, Bauru",360 m² tot.,1 quarto,1 banheiro,4 vagas
2348,R$ 2.600.000,"Vila Aviação, Bauru",460 m² tot.,4 quartos,5 ban.,3 vagas
2349,R$ 930.000,"Jardim Colonial, Bauru",202 m² tot.,3 quartos,3 ban.,2 vagas
2350,R$ 415.000,"Jardim Ferraz, Bauru",134 m² tot.,2 quartos,2 ban.,3 vagas
2351,R$ 750.000,"Vila Souto, Bauru",484 m² tot.,3 quartos,2 ban.,2 vagas
2352,R$ 1.650.000,"Vila Santista, Bauru",346 m² tot.,3 quartos,5 ban.,4 vagas
2353,R$ 2.900.000,"Alto Higienópolis, Bauru",1800 m² tot.,4 quartos,2 ban.,6 vagas
2354,R$ 440.000,"Vila Bela, Bauru",328 m² tot.,3 quartos,2 ban.,2 vagas
2355,R$ 475.000,"Vila Lemos, Bauru",363 m² tot.,3 quartos,2 ban.,2 vagas
2356,R$ 2.100.000,"Alto Higienópolis, Bauru",470 m² tot.,3 quartos,4 ban.,3 vagas
2357,R$ 385.000,"Jardim Olímpico, Bauru",180 m² tot.,3 quartos,2 ban.,2 vagas
2358,R$ 500.000,"Vila Cardia, Bauru",300 m² tot.,2 quartos,2 ban.,6 vagas
2359,R$ 340.000,"Parque Paulista, Bauru",144 m² tot.,2 quartos,2 ban.,2 vagas
2360,R$ 350.000,"Alto Higienópolis, Bauru",200 m² tot.,2 quartos,1 banheiro,4 vagas
2361,R$ 580.000,"Jardim Brasil, Bauru",242 m² tot.,3 quartos,2 ban.,4 vagas
2362,R$ 400.000,"Vila Pacífico, Bauru",250 m² tot.,3 quartos,2 ban.,2 vagas
2363,R$ 265.000,"Alto Higienópolis, Bauru",175 m² tot.,2 quartos,1 banheiro,4 vagas
2364,R$ 1.850.000,"Vila Aviação, Bauru",500 m² tot.,3 quartos,6 ban.,4 vagas
2365,R$ 790.000,"Jardim Flórida, Bauru",275 m² tot.,3 quartos,4 ban.,4 vagas
2366,R$ 550.000,"Vila Carolina, Bauru",288 m² tot.,4 quartos,3 ban.,3 vagas
2367,R$ 530.000,"Vila Souto, Bauru",242 m² tot.,4 quartos,3 ban.,2 vagas
2368,R$ 2.000.000,"Vila Aviação, Bauru",374 m² tot.,3 quartos,7 ban.,6 vagas
2369,R$ 600.000,"Vila Seabra, Bauru",330 m² tot.,3 quartos,3 ban.,3 vagas
2370,R$ 900.000,"Jardim Flórida, Bauru",270 m² tot.,3 quartos,2 ban.,2 vagas
2371,R$ 3.500.000,"Vila Santista, Bauru",720 m² tot.,4 quartos,7 ban.,3 vagas
2372,R$ 400.000,"Alto Higienópolis, Bauru",245 m² tot.,3 quartos,2 ban.,2 vagas
2373,R$ 1.980.000,"Alto Higienópolis, Bauru",420 m² tot.,3 quartos,3 ban.,2 vagas
2374,R$ 1.380.000,"Vila Aviação, Bauru",308 m² tot.,3 quartos,4 ban.,2 vagas
2375,R$ 3.300.000,"Alto Higienópolis, Bauru",620 m² tot.,3 quartos,5 ban.,3 vagas
2376,R$ 3.200.000,"Alto Higienópolis, Bauru",426 m² tot.,3 quartos,4 ban.,2 vagas
2377,R$ 360.000,"Jardim Redentor, Bauru",200 m² tot.,2 quartos,2 ban.,2 vagas
2378,R$ 600.000,"Alto Higienópolis, Bauru",432 m² tot.,3 quartos,2 ban.,6 vagas
2379,R$ 2.500.000,"Alto Higienópolis, Bauru",432 m² tot.,3 quartos,4 ban.,2 vagas
2380,R$ 415.000,"Vila Monlevade, Bauru",242 m² tot.,3 quartos,2 ban.,3 vagas
2381,R$ 500.000,"Parque Paulista, Bauru",300 m² tot.,3 quartos,2 ban.,3 vagas
2382,R$ 600.000,"Vila Camargo, Bauru",400 m² tot.,3 quartos,2 ban.,2 vagas
2383,R$ 380.000,"Jardim Europa, Bauru",138 m² tot.,3 quartos,3 ban.,2 vagas
2384,R$ 670.000,"Vila Altinópolis, Bauru",173 m² tot.,3 quartos,3 ban.,2 vagas
2385,R$ 2.180.000,"Alto Higienópolis, Bauru",412 m² tot.,3 quartos,4 ban.,2 vagas
2386,R$ 600.000,"Vila Industrial, Bauru",504 m² tot.,4 quartos,2 ban.,4 vagas
2387,R$ 480.000,"Jardim Olímpico, Bauru",360 m² tot.,1 quarto,1 banheiro,4 vagas
2388,R$ 2.600.000,"Vila Aviação, Bauru",460 m² tot.,4 quartos,5 ban.,3 vagas
2389,R$ 930.000,"Jardim Colonial, Bauru",202 m² tot.,3 quartos,3 ban.,2 vagas
2390,R$ 415.000,"Jardim Ferraz, Bauru",134 m² tot.,2 quartos,2 ban.,3 vagas
2391,R$ 1.650.000,"Vila Santista, Bauru",346 m² tot.,3 quartos,5 ban.,4 vagas
2392,R$ 2.900.000,"Alto Higienópolis, Bauru",1800 m² tot.,4 quartos,2 ban.,6 vagas
2393,R$ 440.000,"Vila Bela, Bauru",328 m² tot.,3 quartos,2 ban.,2 vagas
2394,R$ 475.000,"Vila Lemos, Bauru",363 m² tot.,3 quartos,2 ban.,2 vagas
2395,R$ 2.100.000,"Alto Higienópolis, Bauru",470 m² tot.,3 quartos,4 ban.,3 vagas
2396,R$ 385.000,"Jardim Olímpico, Bauru",180 m² tot.,3 quartos,2 ban.,2 vagas
2397,R$ 500.000,"Vila Cardia, Bauru",300 m² tot.,2 quartos,2 ban.,6 vagas
2398,R$ 340.000,"Parque Paulista, Bauru",144 m² tot.,2 quartos,2 ban.,2 vagas
2399,R$ 350.000,"Alto Higienópolis, Bauru",200 m² tot.,2 quartos,1 banheiro,4 vagas
2400,R$ 580.000,"Jardim Brasil, Bauru",242 m² tot.,3 quartos,2 ban.,4 vagas
2401,R$ 400.000,"Vila Pacífico, Bauru",250 m² tot.,3 quartos,2 ban.,2 vagas
2402,R$ 265.000,"Alto Higienópolis, Bauru",175 m² tot.,2 quartos,1 banheiro,4 vagas
2403,R$ 1.850.000,"Vila Aviação, Bauru",500 m² tot.,3 quartos,6 ban.,4 vagas
2404,R$ 790.000,"Jardim Flórida, Bauru",275 m² tot.,3 quartos,4 ban.,4 vagas
2405,R$ 550.000,"Vila Carolina, Bauru",288 m² tot.,4 quartos,3 ban.,3 vagas
2406,R$ 530.000,"Vila Souto, Bauru",242 m² tot.,4 quartos,3 ban.,2 vagas
2407,R$ 2.000.000,"Vila Aviação, Bauru",374 m² tot.,3 quartos,7 ban.,6 vagas
2408,R$ 600.000,"Vila Seabra, Bauru",330 m² tot.,3 quartos,3 ban.,3 vagas
2409,R$ 750.000,"Parque Paulistano, Bauru",440 m² tot.,3 quartos,2 ban.,6 vagas
2410,R$ 650.000,"Alto Higienópolis, Bauru",484 m² tot.,3 quartos,3 ban.,5 vagas
2411,R$ 1.800.000,"Residencial Tivoli, Bauru",450 m² tot.,3 quartos,5 ban.,2 vagas
2412,R$ 599.000,"Alto Higienópolis, Bauru",363 m² tot.,4 quartos,5 ban.,3 vagas
2413,R$ 1.950.000,"Alto Higienópolis, Bauru",427 m² tot.,3 quartos,4 ban.,3 vagas
2414,R$ 425.000,"Vila Independência, Bauru",210 m² tot.,3 quartos,2 ban.,2 vagas
2415,R$ 3.800.000,"Alto Higienópolis, Bauru",600 m² tot.,4 quartos,6 ban.,2 vagas
2416,R$ 340.000,"Vila Lemos, Bauru",257 m² tot.,2 quartos,2 ban.,2 vagas
2417,R$ 650.000,"Jardim Marambá, Bauru",212 m² tot.,3 quartos,3 ban.,2 vagas
2418,R$ 990.000,"Vila Bonfim, Bauru",400 m² tot.,3 quartos,1 banheiro,2 vagas
2419,R$ 470.000,"Alto Higienópolis, Bauru",240 m² tot.,3 quartos,2 ban.,4 vagas
2420,R$ 540.000,"Jardim Jandira, Bauru",88 m² tot.,3 quartos,2 ban.,
2421,R$ 1.550.000,"Jardim Estoril, Bauru",420 m² tot.,5 quartos,7 ban.,6 vagas
2422,R$ 1.850.000,"Vila Santista, Bauru",220 m² tot.,3 quartos,4 ban.,2 vagas
2423,R$ 370.000,"Vila Carmem, Bauru",198 m² tot.,3 quartos,2 ban.,2 vagas
2424,R$ 530.000,"Vila Pacífico, Bauru",36 m² tot.,4 quartos,4 ban.,2 vagas
2425,R$ 1.500.000,"Alto Higienópolis, Bauru",350 m² tot.,4 quartos,5 ban.,
2426,R$ 260.000,"Jardim Flórida, Bauru",137 m² tot.,2 quartos,2 ban.,2 vagas
2427,R$ 480.000,"Parque Paulistano, Bauru",120 m² tot.,3 quartos,2 ban.,3 vagas
2428,R$ 2.100.000,"Alto Higienópolis, Bauru",420 m² tot.,3 quartos,5 ban.,2 vagas
2429,R$ 380.000,"Vila Industrial, Bauru",180 m² tot.,3 quartos,2 ban.,1 vaga
2430,R$ 220.000,"Alto Higienópolis, Bauru",179 m² tot.,3 quartos,1 banheiro,3 vagas
2431,R$ 2.600.000,"Alto Higienópolis, Bauru",451 m² tot.,3 quartos,5 ban.,4 vagas
2432,R$ 900.000,"Jardim Estoril, Bauru",398 m² tot.,2 quartos,3 ban.,2 vagas
2433,R$ 400.000,"Alto Higienópolis, Bauru",216 m² tot.,2 quartos,2 ban.,2 vagas
2434,R$ 2.350.000,"Vila Aviação, Bauru",560 m² tot.,3 quartos,5 ban.,3 vagas
2435,R$ 520.000,"Alto Higienópolis, Bauru",288 m² tot.,3 quartos,2 ban.,4 vagas
2436,R$ 325.000,"Vila Industrial, Bauru",144 m² tot.,2 quartos,1 banheiro,1 vaga
2437,R$ 950.000,"Vila Aviação, Bauru",200 m² tot.,3 quartos,2 ban.,2 vagas
2438,R$ 700.000,"Alto Higienópolis, Bauru",318 m² tot.,4 quartos,2 ban.,2 vagas
2439,R$ 850.000,"Alto Higienópolis, Bauru",660 m² tot.,3 quartos,4 ban.,4 vagas
2440,R$ 2.300.000,"Vila Aviação, Bauru",360 m² tot.,3 quartos,4 ban.,2 vagas
2441,R$ 1.700.000,"Jardim América, Bauru",745 m² tot.,4 quartos,8 ban.,4 vagas
2442,R$ 325.000,"Jardim Solange, Bauru",180 m² tot.,2 quartos,2 ban.,2 vagas
2443,R$ 470.000,"Vila Pacífico, Bauru",162 m² tot.,3 quartos,2 ban.,2 vagas
2444,R$ 850.000,"Vila Mesquita, Bauru",484 m² tot.,3 quartos,2 ban.,2 vagas
2445,R$ 1.300.000,"Quinta Ranieri, Bauru",384 m² tot.,3 quartos,4 ban.,4 vagas
2446,R$ 220.000,"Jardim Ivone, Bauru",135 m² tot.,2 quartos,2 ban.,2 vagas
2447,R$ 180.000,"Jardim Olímpico, Bauru",125 m² tot.,1 quarto,1 banheiro,2 vagas
2448,R$ 250.000,"Alto Higienópolis, Bauru",432 m² tot.,3 quartos,1 banheiro,2 vagas
2449,R$ 1.400.000,"Jardim Estoril, Bauru",420 m² tot.,4 quartos,6 ban.,4 vagas
2450,R$ 450.000,"Vila Industrial, Bauru",300 m² tot.,3 quartos,2 ban.,2 vagas
2451,R$ 380.000,"Vila Independência, Bauru",150 m² tot.,3 quartos,1 banheiro,3 vagas
2452,R$ 620.000,"Jardim América, Bauru",242 m² tot.,3 quartos,3 ban.,3 vagas
2453,R$ 375.000,"Jardim Petrópolis, Bauru",282 m² tot.,3 quartos,3 ban.,2 vagas
2454,R$ 1.500.000,"Quinta Ranieri, Bauru",360 m² tot.,3 quartos,5 ban.,2 vagas
2455,R$ 350.000,"Parque Roosevelt, Bauru",360 m² tot.,3 quartos,2 ban.,4 vagas
2456,R$ 520.000,"Jardim América, Bauru",207 m² tot.,2 quartos,1 banheiro,2 vagas
2457,R$ 1.100.000,"Quinta Ranieri, Bauru",360 m² tot.,4 quartos,6 ban.,4 vagas
2458,R$ 299.000,"Vila Industrial, Bauru",144 m² tot.,2 quartos,1 banheiro,2 vagas
2459,R$ 400.000,"Alto Higienópolis, Bauru",216 m² tot.,3 quartos,3 ban.,4 vagas
2460,R$ 400.000,"Alto Higienópolis, Bauru",216 m² tot.,3 quartos,3 ban.,4 vagas
2461,R$ 450.000,"Vila Industrial, Bauru",153 m² tot.,3 quartos,2 ban.,2 vagas
2462,R$ 885.000,"Vila Cardia, Bauru",465 m² tot.,3 quartos,5 ban.,4 vagas
2463,R$ 610.000,"Quinta Ranieri, Bauru",360 m² tot.,3 quartos,3 ban.,2 vagas
2464,R$ 1.650.000,"Alto Higienópolis, Bauru",384 m² tot.,3 quartos,5 ban.,2 vagas
2465,R$ 670.000,"Alto Higienópolis, Bauru",200 m² tot.,3 quartos,2 ban.,2 vagas
2466,R$ 2.350.000,"Alto Higienópolis, Bauru",360 m² tot.,4 quartos,3 ban.,4 vagas
2467,R$ 1.800.000,"Vila Aviação, Bauru",360 m² tot.,4 quartos,5 ban.,4 vagas
2468,R$ 790.000,"Jardim América, Bauru",384 m² tot.,4 quartos,4 ban.,2 vagas
2469,R$ 1.500.000,"Jardim Colonial, Bauru",260 m² tot.,3 quartos,5 ban.,2 vagas
2470,R$ 405.000,"Alto Higienópolis, Bauru",140 m² tot.,2 quartos,2 ban.,2 vagas
2471,R$ 2.500.000,"Alto Higienópolis, Bauru",634 m² tot.,3 quartos,5 ban.,4 vagas
2472,R$ 2.750.000,"Alto Higienópolis, Bauru",364 m² tot.,4 quartos,5 ban.,2 vagas
2473,R$ 830.000,"Jardim Carvalho, Bauru",363 m² tot.,3 quartos,2 ban.,4 vagas
2474,R$ 1.390.000,"Jardim América, Bauru",352 m² tot.,3 quartos,2 ban.,6 vagas
2475,R$ 550.000,"Vila Souto, Bauru",429 m² tot.,3 quartos,3 ban.,2 vagas
2476,R$ 1.250.000,"Alto Higienópolis, Bauru",379 m² tot.,3 quartos,5 ban.,2 vagas
2477,R$ 2.800.000,"Alto Higienópolis, Bauru",302 m² tot.,3 quartos,5 ban.,3 vagas
2478,R$ 280.000,"Vila Industrial, Bauru",180 m² tot.,2 quartos,2 ban.,2 vagas
2479,R$ 1.690.000,"Quinta Ranieri, Bauru",340 m² tot.,5 quartos,6 ban.,2 vagas
2480,R$ 850.000,"Jardim Colonial, Bauru",175 m² tot.,3 quartos,4 ban.,4 vagas
2481,R$ 450.000,"Vila Formosa, Bauru",220 m² tot.,3 quartos,2 ban.,2 vagas
2482,R$ 2.450.000,"Vila Aviação, Bauru",380 m² tot.,4 quartos,6 ban.,4 vagas
2483,R$ 3.300.000,"Alto Higienópolis, Bauru",360 m² tot.,4 quartos,6 ban.,2 vagas
2484,R$ 690.000,"Vila Cardia, Bauru",302 m² tot.,3 quartos,3 ban.,2 vagas
2485,R$ 650.000,"Alto Higienópolis, Bauru",363 m² tot.,2 quartos,2 ban.,1 vaga
2486,R$ 490.000,"Vila Nipônica, Bauru",363 m² tot.,3 quartos,4 ban.,5 vagas
2487,R$ 300.000,"Vila Carvalho, Bauru",200 m² tot.,2 quartos,2 ban.,1 vaga
2488,R$ 745.000,"Vila Souto, Bauru",181 m² tot.,2 quartos,4 ban.,2 vagas
2489,R$ 380.000,"Vila Souto, Bauru",210 m² tot.,2 quartos,2 ban.,1 vaga
2490,R$ 2.350.000,"Alto Higienópolis, Bauru",360 m² tot.,4 quartos,3 ban.,4 vagas
2491,R$ 1.800.000,"Vila Aviação, Bauru",360 m² tot.,4 quartos,5 ban.,4 vagas
2492,R$ 790.000,"Jardim América, Bauru",384 m² tot.,4 quartos,4 ban.,2 vagas
2493,R$ 1.500.000,"Jardim Colonial, Bauru",260 m² tot.,3 quartos,5 ban.,2 vagas
2494,R$ 405.000,"Alto Higienópolis, Bauru",140 m² tot.,2 quartos,2 ban.,2 vagas
2495,R$ 2.500.000,"Alto Higienópolis, Bauru",634 m² tot.,3 quartos,5 ban.,4 vagas
2496,R$ 2.750.000,"Alto Higienópolis, Bauru",364 m² tot.,4 quartos,5 ban.,2 vagas
2497,R$ 830.000,"Jardim Carvalho, Bauru",363 m² tot.,3 quartos,2 ban.,4 vagas
2498,R$ 1.390.000,"Jardim América, Bauru",352 m² tot.,3 quartos,2 ban.,6 vagas
2499,R$ 1.250.000,"Alto Higienópolis, Bauru",379 m² tot.,3 quartos,5 ban.,2 vagas
2500,R$ 2.800.000,"Alto Higienópolis, Bauru",302 m² tot.,3 quartos,5 ban.,3 vagas
2501,R$ 1.690.000,"Quinta Ranieri, Bauru",340 m² tot.,5 quartos,6 ban.,2 vagas
2502,R$ 850.000,"Jardim Colonial, Bauru",175 m² tot.,3 quartos,4 ban.,4 vagas
2503,R$ 450.000,"Vila Formosa, Bauru",220 m² tot.,3 quartos,2 ban.,2 vagas
2504,R$ 2.450.000,"Vila Aviação, Bauru",380 m² tot.,4 quartos,6 ban.,4 vagas
2505,R$ 3.300.000,"Alto Higienópolis, Bauru",360 m² tot.,4 quartos,6 ban.,2 vagas
2506,R$ 690.000,"Vila Cardia, Bauru",302 m² tot.,3 quartos,3 ban.,2 vagas
2507,R$ 650.000,"Alto Higienópolis, Bauru",363 m² tot.,2 quartos,2 ban.,1 vaga
2508,R$ 490.000,"Vila Nipônica, Bauru",363 m² tot.,3 quartos,4 ban.,5 vagas
2509,R$ 300.000,"Vila Carvalho, Bauru",200 m² tot.,2 quartos,2 ban.,1 vaga
2510,R$ 745.000,"Vila Souto, Bauru",181 m² tot.,2 quartos,4 ban.,2 vagas
2511,R$ 380.000,"Vila Souto, Bauru",210 m² tot.,2 quartos,2 ban.,1 vaga
2512,R$ 350.000,"Alto Higienópolis, Bauru",231 m² tot.,2 quartos,3 ban.,5 vagas
2513,R$ 360.000,"Jardim Araruna, Bauru",200 m² tot.,2 quartos,1 banheiro,3 vagas
2514,R$ 500.000,"Vila Cardia, Bauru",120 m² tot.,2 quartos,1 banheiro,1 vaga
